Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,Sub_metering_remainder
2008-02-29,1333.348,88.948,238.038,3.873,0.000,3773.000,8062.000,27.933,7.833,1.667,0.833,0.000,10387.467
2008-03-01,1141.876,105.158,239.432,3.278,0.000,1287.000,2724.000,84.383,18.333,6.833,1.333,0.000,15020.267
2008-03-02,1162.226,144.710,239.746,3.425,0.000,5244.000,2565.000,84.383,18.333,6.833,1.333,0.000,11561.433
2008-03-03,1040.550,114.334,240.352,2.978,0.000,2207.000,1755.000,84.383,18.333,6.833,1.333,0.000,13380.500
2008-03-04,1668.990,108.958,241.026,4.868,1249.000,2443.000,9415.000,84.383,18.333,6.833,1.333,0.000,14709.500
2008-03-05,2037.208,140.898,241.065,5.971,1145.000,9797.000,5529.000,84.383,18.333,6.833,1.333,0.000,17482.467
2008-03-06,2503.208,106.184,240.429,7.215,1082.000,372.000,6965.000,84.383,18.333,6.833,1.333,0.000,33301.133
2008-03-07,1862.956,129.392,240.816,5.442,1235.000,3471.000,9033.000,84.383,18.333,6.833,1.333,0.000,17310.267
2008-03-08,2248.660,237.080,241.591,6.588,6286.000,346.000,8435.000,84.383,18.333,6.833,1.333,0.000,22410.667
2008-03-09,1560.458,135.574,240.746,4.591,2607.000,333.000,4155.000,84.383,18.333,6.833,1.333,0.000,18912.633
2008-03-10,1618.686,127.124,241.727,4.712,2009.000,368.000,8660.000,84.383,18.333,6.833,1.333,0.000,15941.100
2008-03-11,2200.042,151.100,240.424,6.467,1271.000,3901.000,12936.000,84.383,18.333,6.833,1.333,0.000,18559.367
2008-03-12,1774.232,138.194,241.057,5.172,1120.000,2374.000,11042.000,84.383,18.333,6.833,1.333,0.000,15034.533
2008-03-13,1675.514,128.474,240.803,4.942,3263.000,3590.000,5464.000,84.383,18.333,6.833,1.333,0.000,15608.233
2008-03-14,2210.220,159.748,240.627,6.446,980.000,3881.000,14476.000,84.383,18.333,6.833,1.333,0.000,17500.000
2008-03-15,1576.300,154.412,240.198,4.651,2550.000,502.000,5910.000,84.383,18.333,6.833,1.333,0.000,17309.667
2008-03-16,1801.960,173.652,241.295,5.298,2394.000,566.000,11286.000,84.383,18.333,6.833,1.333,0.000,15786.667
2008-03-17,1706.918,175.274,240.805,5.007,236.000,6651.000,9346.000,84.383,18.333,6.833,1.333,0.000,12215.633
2008-03-18,1917.566,147.440,241.929,5.572,1156.000,4019.000,12544.000,84.383,18.333,6.833,1.333,0.000,14240.433
2008-03-19,1308.448,142.498,242.402,3.826,2110.000,411.000,6154.000,84.383,18.333,6.833,1.333,0.000,13132.467
2008-03-20,1253.274,120.854,241.763,3.660,1107.000,478.000,6670.000,84.383,18.333,6.833,1.333,0.000,12632.900
2008-03-21,2066.442,223.824,241.370,6.038,2171.000,4778.000,13275.000,84.383,18.333,6.833,1.333,0.000,14216.700
2008-03-22,2053.516,185.680,241.612,6.020,3322.000,588.000,12405.000,84.383,18.333,6.833,1.333,0.000,17910.267
2008-03-23,2325.990,152.446,242.653,6.791,6279.000,2112.000,13878.000,84.383,18.333,6.833,1.333,0.000,16497.500
2008-03-24,1974.668,131.050,242.707,5.758,1131.000,5988.000,7008.000,84.383,18.333,6.833,1.333,0.000,18784.133
2008-03-25,2015.856,127.832,242.138,5.871,2246.000,3677.000,13494.000,84.383,18.333,6.833,1.333,0.000,14180.600
2008-03-26,1633.472,133.598,242.810,4.763,2547.000,3831.000,7547.000,84.383,18.333,6.833,1.333,0.000,13299.533
2008-03-27,1370.822,116.440,242.096,3.961,0.000,356.000,9022.000,84.383,18.333,6.833,1.333,0.000,13469.033
2008-03-28,1885.424,137.640,242.323,5.479,2325.000,3605.000,11581.000,84.383,18.333,6.833,1.333,0.000,13912.733
2008-03-29,2471.150,175.068,241.254,7.209,5153.000,375.000,17240.000,84.383,18.333,6.833,1.333,0.000,18417.833
2008-03-30,2146.392,175.970,241.164,6.277,5045.000,1315.000,9769.000,84.383,18.333,6.833,1.333,0.000,19644.200
2008-03-31,1377.570,130.860,242.727,4.006,1091.000,411.000,9387.000,84.383,18.333,6.833,1.333,0.000,12070.500
2008-04-01,2129.052,170.396,241.616,6.202,1079.000,6657.000,14515.000,59.833,13.000,4.667,0.833,0.000,13233.200
2008-04-02,1691.672,142.540,238.667,5.008,1106.000,3674.000,7989.000,59.833,13.000,4.667,0.833,0.000,15425.533
2008-04-03,1128.756,121.236,240.694,3.281,0.000,422.000,6901.000,59.833,13.000,4.667,0.833,0.000,11489.600
2008-04-04,1631.918,125.306,241.331,4.726,2133.000,775.000,13246.000,59.833,13.000,4.667,0.833,0.000,11044.633
2008-04-05,1970.762,203.684,240.558,5.785,2929.000,874.000,13644.000,59.833,13.000,4.667,0.833,0.000,15399.033
2008-04-06,1696.318,150.572,241.150,4.946,1124.000,2615.000,7552.000,59.833,13.000,4.667,0.833,0.000,16980.967
2008-04-07,1538.838,141.280,243.228,4.484,2420.000,672.000,9466.000,59.833,13.000,4.667,0.833,0.000,13089.300
2008-04-08,2657.516,184.176,242.067,7.699,2752.000,10713.000,17519.000,59.833,13.000,4.667,0.833,0.000,13307.933
2008-04-09,1218.852,132.864,242.318,3.523,0.000,376.000,9003.000,59.833,13.000,4.667,0.833,0.000,10935.200
2008-04-10,1477.746,163.680,241.949,4.305,3261.000,457.000,6527.000,59.833,13.000,4.667,0.833,0.000,14384.100
2008-04-11,1877.664,143.890,240.758,5.453,1802.000,491.000,14522.000,59.833,13.000,4.667,0.833,0.000,14479.400
2008-04-12,2800.014,392.272,241.063,8.218,7076.000,2499.000,15225.000,59.833,13.000,4.667,0.833,0.000,21866.900
2008-04-13,2232.986,213.514,240.423,6.552,2554.000,5942.000,13007.000,59.833,13.000,4.667,0.833,0.000,15713.433
2008-04-14,1589.582,154.958,242.314,4.604,0.000,425.000,11197.000,59.833,13.000,4.667,0.833,0.000,14871.033
2008-04-15,1670.406,178.782,241.239,4.910,1174.000,3998.000,9874.000,59.833,13.000,4.667,0.833,0.000,12794.100
2008-04-16,1489.064,125.904,241.744,4.316,838.000,403.000,11322.000,59.833,13.000,4.667,0.833,0.000,12254.733
2008-04-17,1395.862,145.878,241.404,4.104,1719.000,417.000,8638.000,59.833,13.000,4.667,0.833,0.000,12490.367
2008-04-18,1862.390,184.646,240.642,5.458,2174.000,3832.000,10921.000,59.833,13.000,4.667,0.833,0.000,14112.833
2008-04-19,2253.710,245.284,241.143,6.636,4319.000,2457.000,14722.000,59.833,13.000,4.667,0.833,0.000,16063.833
2008-04-20,1791.418,227.854,241.433,5.261,1030.000,4544.000,10401.000,59.833,13.000,4.667,0.833,0.000,13881.967
2008-04-21,1164.156,175.400,241.992,3.404,0.000,2673.000,6788.000,59.833,13.000,4.667,0.833,0.000,9941.600
2008-04-22,1627.676,193.150,240.960,4.773,971.000,5093.000,10603.000,59.833,13.000,4.667,0.833,0.000,10460.933
2008-04-23,1357.328,189.502,241.511,3.968,1380.000,492.000,8406.000,59.833,13.000,4.667,0.833,0.000,12344.133
2008-04-24,1043.772,171.924,240.605,3.058,1263.000,522.000,5296.000,59.833,13.000,4.667,0.833,0.000,10315.200
2008-04-25,1267.734,162.224,241.007,3.700,824.000,2004.000,9400.000,59.833,13.000,4.667,0.833,0.000,8900.900
2008-04-26,903.166,168.696,240.793,2.634,0.000,634.000,3586.000,59.833,13.000,4.667,0.833,0.000,10832.767
2008-04-27,1008.240,198.118,240.907,2.964,693.000,588.000,5488.000,59.833,13.000,4.667,0.833,0.000,10035.000
2008-04-28,659.052,167.118,240.978,1.951,0.000,621.000,2786.000,59.833,13.000,4.667,0.833,0.000,7577.200
2008-04-29,1972.616,215.356,240.707,5.771,1402.000,5411.000,10481.000,59.833,13.000,4.667,0.833,0.000,15582.933
2008-04-30,1101.726,171.556,241.434,3.219,1057.000,590.000,6653.000,59.833,13.000,4.667,0.833,0.000,10062.100
2008-05-01,576.014,150.696,241.446,1.702,0.000,530.000,2586.000,69.950,8.500,4.500,1.667,0.000,6484.233
2008-05-02,1497.768,205.568,241.649,4.378,3114.000,584.000,8687.000,69.950,8.500,4.500,1.667,0.000,12577.800
2008-05-03,1289.600,202.004,240.834,3.801,996.000,541.000,6535.000,69.950,8.500,4.500,1.667,0.000,13421.333
2008-05-04,1470.970,209.422,241.380,4.362,2196.000,2872.000,5464.000,69.950,8.500,4.500,1.667,0.000,13984.167
2008-05-05,1366.932,185.750,240.737,3.998,1008.000,378.000,10197.000,69.950,8.500,4.500,1.667,0.000,11199.200
2008-05-06,1789.980,199.596,240.290,5.246,1354.000,5410.000,12200.000,69.950,8.500,4.500,1.667,0.000,10869.000
2008-05-07,1176.264,190.956,241.081,3.458,1030.000,423.000,6649.000,69.950,8.500,4.500,1.667,0.000,11502.400
2008-05-08,2116.698,253.244,239.851,6.178,3667.000,702.000,12717.000,69.950,8.500,4.500,1.667,0.000,18192.300
2008-05-09,1747.272,229.874,240.471,5.136,2229.000,423.000,11904.000,69.950,8.500,4.500,1.667,0.000,14565.200
2008-05-10,1909.128,289.814,240.086,5.636,6950.000,612.000,11714.000,69.950,8.500,4.500,1.667,0.000,12542.800
2008-05-11,1610.920,275.702,240.486,4.804,563.000,1340.000,6930.000,69.950,8.500,4.500,1.667,0.000,18015.667
2008-05-12,1524.204,229.140,241.042,4.519,2082.000,1085.000,11959.000,69.950,8.500,4.500,1.667,0.000,10277.400
2008-05-13,1476.894,236.468,240.374,4.392,823.000,4089.000,8370.000,69.950,8.500,4.500,1.667,0.000,11332.900
2008-05-14,1584.262,277.374,240.709,4.713,2467.000,3436.000,9716.000,69.950,8.500,4.500,1.667,0.000,10785.367
2008-05-15,1162.768,237.724,240.350,3.522,868.000,570.000,6820.000,69.950,8.500,4.500,1.667,0.000,11121.467
2008-05-16,1648.030,235.202,239.620,4.922,2228.000,2565.000,8955.000,69.950,8.500,4.500,1.667,0.000,13719.167
2008-05-17,1657.454,275.896,239.473,4.952,2158.000,935.000,12472.000,69.950,8.500,4.500,1.667,0.000,12059.233
2008-05-18,1803.958,254.492,239.683,5.409,1775.000,5355.000,8626.000,69.950,8.500,4.500,1.667,0.000,14309.967
2008-05-19,1030.262,175.736,240.432,3.069,1014.000,558.000,7503.000,69.950,8.500,4.500,1.667,0.000,8096.033
2008-05-20,1581.334,184.082,241.020,4.682,1352.000,2431.000,11977.000,69.950,8.500,4.500,1.667,0.000,10595.567
2008-05-21,1324.112,190.326,240.761,3.917,1989.000,474.000,9251.000,69.950,8.500,4.500,1.667,0.000,10354.533
2008-05-22,976.868,169.816,239.500,2.956,996.000,440.000,6475.000,69.950,8.500,4.500,1.667,0.000,8370.133
2008-05-23,1484.916,178.958,239.499,4.359,0.000,1390.000,14734.000,69.950,8.500,4.500,1.667,0.000,8624.600
2008-05-24,1580.176,285.550,240.725,4.669,1027.000,569.000,12833.000,69.950,8.500,4.500,1.667,0.000,11907.267
2008-05-25,2048.504,290.416,239.946,6.137,4307.000,8811.000,6016.000,69.950,8.500,4.500,1.667,0.000,15007.733
2008-05-26,1289.710,220.698,240.364,3.930,985.000,666.000,9284.000,69.950,8.500,4.500,1.667,0.000,10560.167
2008-05-27,1708.700,207.466,239.391,5.107,0.000,5352.000,11478.000,69.950,8.500,4.500,1.667,0.000,11648.333
2008-05-28,1114.372,235.644,241.323,3.351,3138.000,512.000,6709.000,69.950,8.500,4.500,1.667,0.000,8213.867
2008-05-29,1135.076,186.832,237.675,3.476,1004.000,507.000,8703.000,69.950,8.500,4.500,1.667,0.000,8703.933
2008-05-30,1397.244,182.218,240.554,4.203,0.000,3019.000,11298.000,69.950,8.500,4.500,1.667,0.000,8970.400
2008-05-31,1641.470,249.924,240.654,4.923,1764.000,2328.000,11858.000,69.950,8.500,4.500,1.667,0.000,11407.833
2008-06-01,1848.876,225.340,240.623,5.423,1906.000,545.000,11307.000,17.167,5.167,0.667,0.000,0.000,17056.600
2008-06-02,1074.012,165.158,236.370,3.218,960.000,558.000,6341.000,17.167,5.167,0.667,0.000,0.000,10041.200
2008-06-03,1597.816,173.938,234.152,4.844,2897.000,2608.000,9265.000,17.167,5.167,0.667,0.000,0.000,11860.267
2008-06-04,1588.912,152.404,234.706,4.828,1550.000,7682.000,6508.000,17.167,5.167,0.667,0.000,0.000,10741.867
2008-06-05,1120.078,153.106,235.164,3.398,1747.000,506.000,8781.000,17.167,5.167,0.667,0.000,0.000,7633.967
2008-06-06,1217.714,174.520,239.717,3.672,1009.000,506.000,7871.000,17.167,5.167,0.667,0.000,0.000,10909.233
2008-06-07,1882.484,186.414,238.984,5.532,2379.000,2611.000,14593.000,17.167,5.167,0.667,0.000,0.000,11791.733
2008-06-08,1542.322,188.384,239.965,4.596,2536.000,3161.000,9732.000,17.167,5.167,0.667,0.000,0.000,10276.367
2008-06-09,1325.698,183.640,239.435,4.040,1967.000,2085.000,7921.000,17.167,5.167,0.667,0.000,0.000,10121.967
2008-06-10,1067.090,216.018,239.978,3.205,907.000,585.000,8992.000,17.167,5.167,0.667,0.000,0.000,7300.833
2008-06-11,1123.206,214.372,240.154,3.388,977.000,842.000,7566.000,17.167,5.167,0.667,0.000,0.000,9335.100
2008-06-12,1259.332,189.292,239.690,3.799,1951.000,567.000,7246.000,17.167,5.167,0.667,0.000,0.000,11224.867
2008-06-13,1874.280,281.816,238.888,5.606,2809.000,7358.000,10531.000,17.167,5.167,0.667,0.000,0.000,10540.000
2008-06-14,1384.920,344.280,240.014,4.208,1862.000,1011.000,10681.000,17.167,5.167,0.667,0.000,0.000,9528.000
2008-06-15,2289.102,281.006,239.454,6.774,6471.000,6802.000,11589.000,17.167,5.167,0.667,0.000,0.000,13289.700
2008-06-16,1303.044,204.382,240.433,3.905,1980.000,464.000,10012.000,17.167,5.167,0.667,0.000,0.000,9261.400
2008-06-17,1145.084,175.464,240.354,3.435,1080.000,432.000,10094.000,17.167,5.167,0.667,0.000,0.000,7478.733
2008-06-18,1893.608,272.724,239.740,5.711,7549.000,3040.000,12687.000,17.167,5.167,0.667,0.000,0.000,8284.133
2008-06-19,1588.082,189.418,239.273,4.738,3411.000,1514.000,10911.000,17.167,5.167,0.667,0.000,0.000,10632.033
2008-06-20,1676.104,227.420,239.939,5.008,2948.000,2935.000,12417.000,17.167,5.167,0.667,0.000,0.000,9635.067
2008-06-21,1734.254,239.028,239.463,5.134,940.000,5823.000,12828.000,17.167,5.167,0.667,0.000,0.000,9313.233
2008-06-22,1566.416,294.144,239.044,4.674,4705.000,1175.000,10652.000,17.167,5.167,0.667,0.000,0.000,9574.933
2008-06-23,1251.796,210.956,238.938,3.792,2600.000,581.000,10124.000,17.167,5.167,0.667,0.000,0.000,7558.267
2008-06-24,1754.452,253.022,237.915,5.262,2779.000,3489.000,14271.000,17.167,5.167,0.667,0.000,0.000,8701.867
2008-06-25,1261.770,290.626,238.895,3.911,2773.000,569.000,9402.000,17.167,5.167,0.667,0.000,0.000,8285.500
2008-06-26,1056.020,217.414,239.351,3.211,921.000,572.000,8971.000,17.167,5.167,0.667,0.000,0.000,7136.333
2008-06-27,1755.152,262.008,238.935,5.237,4159.000,2372.000,10163.000,17.167,5.167,0.667,0.000,0.000,12558.533
2008-06-28,1208.800,210.954,239.142,3.686,0.000,2000.000,7932.000,17.167,5.167,0.667,0.000,0.000,10214.667
2008-06-29,749.352,183.664,240.161,2.331,955.000,535.000,3896.000,17.167,5.167,0.667,0.000,0.000,7103.200
2008-06-30,804.196,189.526,240.376,2.479,0.000,521.000,6819.000,17.167,5.167,0.667,0.000,0.000,6063.267
2008-07-01,1215.240,277.788,239.540,3.740,3465.000,587.000,8390.000,38.017,5.500,2.333,0.833,0.000,7812.000
2008-07-02,1147.202,266.538,238.962,3.570,962.000,650.000,7002.000,38.017,5.500,2.333,0.833,0.000,10506.033
2008-07-03,1098.360,213.748,239.635,3.343,958.000,2569.000,7410.000,38.017,5.500,2.333,0.833,0.000,7369.000
2008-07-04,942.020,188.132,240.180,2.828,0.000,589.000,8302.000,38.017,5.500,2.333,0.833,0.000,6809.333
2008-07-05,1469.088,224.780,239.565,4.387,1875.000,6754.000,8365.000,38.017,5.500,2.333,0.833,0.000,7490.800
2008-07-06,1805.064,253.582,240.590,5.359,4258.000,5230.000,7536.000,38.017,5.500,2.333,0.833,0.000,13060.400
2008-07-07,983.390,202.810,239.634,2.969,2171.000,592.000,7149.000,38.017,5.500,2.333,0.833,0.000,6477.833
2008-07-08,1126.214,196.318,239.701,3.371,991.000,503.000,7592.000,38.017,5.500,2.333,0.833,0.000,9684.233
2008-07-09,919.318,191.724,240.330,2.775,951.000,499.000,7352.000,38.017,5.500,2.333,0.833,0.000,6519.967
2008-07-10,1251.276,240.242,239.868,3.743,982.000,552.000,8186.000,38.017,5.500,2.333,0.833,0.000,11134.600
2008-07-11,1254.216,251.036,239.517,3.782,724.000,558.000,9251.000,38.017,5.500,2.333,0.833,0.000,10370.600
2008-07-12,1328.852,266.124,240.059,4.050,4436.000,2617.000,7231.000,38.017,5.500,2.333,0.833,0.000,7863.533
2008-07-13,1253.754,166.908,240.291,3.769,1671.000,3164.000,7056.000,38.017,5.500,2.333,0.833,0.000,9004.900
2008-07-14,1137.926,209.668,240.494,3.432,2564.000,1995.000,6436.000,38.017,5.500,2.333,0.833,0.000,7970.433
2008-07-15,1155.860,190.936,239.781,3.436,968.000,552.000,8585.000,38.017,5.500,2.333,0.833,0.000,9159.333
2008-07-16,1077.062,206.462,240.593,3.237,1537.000,2799.000,4978.000,38.017,5.500,2.333,0.833,0.000,8637.033
2008-07-17,1319.122,239.506,239.917,4.027,1122.000,723.000,8280.000,38.017,5.500,2.333,0.833,0.000,11860.367
2008-07-18,1261.584,195.606,239.577,3.737,1143.000,552.000,9260.000,38.017,5.500,2.333,0.833,0.000,10071.400
2008-07-19,1344.014,208.030,239.151,4.020,2941.000,3146.000,7676.000,38.017,5.500,2.333,0.833,0.000,8637.233
2008-07-20,941.534,172.576,239.778,2.836,1943.000,1076.000,5457.000,38.017,5.500,2.333,0.833,0.000,7216.233
2008-07-21,1156.478,172.450,239.102,3.482,1698.000,431.000,9189.000,38.017,5.500,2.333,0.833,0.000,7956.633
2008-07-22,740.242,161.128,239.670,2.273,0.000,430.000,4886.000,38.017,5.500,2.333,0.833,0.000,7021.367
2008-07-23,942.630,162.392,240.096,2.849,1233.000,454.000,6325.000,38.017,5.500,2.333,0.833,0.000,7698.500
2008-07-24,1093.450,185.882,239.884,3.222,837.000,476.000,8344.000,38.017,5.500,2.333,0.833,0.000,8567.167
2008-07-25,865.534,182.714,239.057,2.618,1168.000,492.000,6731.000,38.017,5.500,2.333,0.833,0.000,6034.567
2008-07-26,815.684,213.318,240.029,2.494,0.000,948.000,6243.000,38.017,5.500,2.333,0.833,0.000,6403.733
2008-07-27,1147.396,233.138,238.471,3.513,1063.000,858.000,8385.000,38.017,5.500,2.333,0.833,0.000,8817.267
2008-07-28,825.804,198.514,239.994,2.574,0.000,509.000,5963.000,38.017,5.500,2.333,0.833,0.000,7291.400
2008-07-29,1166.558,208.384,240.249,3.641,1571.000,530.000,5802.000,38.017,5.500,2.333,0.833,0.000,11539.633
2008-07-30,1299.908,227.536,239.086,4.065,2548.000,773.000,6278.000,38.017,5.500,2.333,0.833,0.000,12066.133
2008-07-31,1392.638,243.476,240.096,4.232,1533.000,2808.000,7588.000,38.017,5.500,2.333,0.833,0.000,11281.633
2008-08-01,739.576,252.704,239.805,2.328,586.000,1150.000,5091.000,64.280,6.400,3.000,1.800,0.000,5499.267
2008-08-02,505.776,178.294,239.129,1.588,0.000,504.000,3803.000,64.280,6.400,3.000,1.800,0.000,4122.600
2008-08-03,504.782,166.052,237.054,1.577,0.000,499.000,3926.000,64.280,6.400,3.000,1.800,0.000,3988.033
2008-08-04,1125.920,193.620,237.863,3.417,596.000,4677.000,4410.000,64.280,6.400,3.000,1.800,0.000,9082.333
2008-08-05,827.118,180.248,238.736,2.506,635.000,509.000,7118.000,64.280,6.400,3.000,1.800,0.000,5523.300
2008-08-06,326.112,214.504,240.566,1.090,0.000,513.000,2215.000,64.280,6.400,3.000,1.800,0.000,2707.200
2008-08-07,334.884,214.940,239.312,1.121,0.000,526.000,2357.000,64.280,6.400,3.000,1.800,0.000,2698.400
2008-08-08,302.200,196.448,239.457,1.006,0.000,481.000,1980.000,64.280,6.400,3.000,1.800,0.000,2575.667
2008-08-09,358.924,199.990,240.710,1.160,0.000,489.000,1902.000,64.280,6.400,3.000,1.800,0.000,3591.067
2008-08-10,352.032,189.106,240.265,1.122,0.000,464.000,1905.000,64.280,6.400,3.000,1.800,0.000,3498.200
2008-08-11,371.916,187.620,240.718,1.171,0.000,489.000,1880.000,64.280,6.400,3.000,1.800,0.000,3829.600
2008-08-12,288.984,187.042,240.048,0.953,0.000,462.000,1844.000,64.280,6.400,3.000,1.800,0.000,2510.400
2008-08-13,282.584,183.836,240.872,0.932,0.000,451.000,1789.000,64.280,6.400,3.000,1.800,0.000,2469.733
2008-08-14,270.258,177.966,241.141,0.885,0.000,441.000,1641.000,64.280,6.400,3.000,1.800,0.000,2422.300
2008-08-15,273.654,178.178,241.158,0.896,0.000,439.000,1691.000,64.280,6.400,3.000,1.800,0.000,2430.900
2008-08-16,274.814,181.678,242.095,0.899,0.000,442.000,1688.000,64.280,6.400,3.000,1.800,0.000,2450.233
2008-08-17,274.796,179.516,241.183,0.898,0.000,445.000,1710.000,64.280,6.400,3.000,1.800,0.000,2424.933
2008-08-18,273.758,178.098,241.356,0.894,0.000,440.000,1719.000,64.280,6.400,3.000,1.800,0.000,2403.633
2008-08-19,274.692,180.622,240.895,0.903,0.000,442.000,1697.000,64.280,6.400,3.000,1.800,0.000,2439.200
2008-08-20,268.472,178.064,241.544,0.883,0.000,437.000,1626.000,64.280,6.400,3.000,1.800,0.000,2411.533
2008-08-21,261.298,168.972,240.296,0.850,0.000,432.000,1577.000,64.280,6.400,3.000,1.800,0.000,2345.967
2008-08-22,267.124,174.654,240.882,0.872,0.000,438.000,1614.000,64.280,6.400,3.000,1.800,0.000,2400.067
2008-08-23,254.642,169.422,242.143,0.831,0.000,419.000,1485.000,64.280,6.400,3.000,1.800,0.000,2340.033
2008-08-24,254.716,163.910,241.613,0.826,0.000,404.000,1523.000,64.280,6.400,3.000,1.800,0.000,2318.267
2008-08-25,250.298,163.870,241.474,0.808,0.000,422.000,1436.000,64.280,6.400,3.000,1.800,0.000,2313.633
2008-08-26,257.564,166.566,241.120,0.837,0.000,420.000,1533.000,64.280,6.400,3.000,1.800,0.000,2339.733
2008-08-27,258.114,165.872,240.576,0.833,0.000,399.000,1539.000,64.280,6.400,3.000,1.800,0.000,2363.900
2008-08-28,268.246,174.098,240.543,0.875,0.000,432.000,1631.000,64.280,6.400,3.000,1.800,0.000,2407.767
2008-08-29,267.588,171.186,240.335,0.875,0.000,430.000,1599.000,64.280,6.400,3.000,1.800,0.000,2430.800
2008-08-30,270.424,177.552,240.514,0.886,0.000,435.000,1619.000,64.280,6.400,3.000,1.800,0.000,2453.067
2008-08-31,1500.614,210.418,240.018,4.450,2056.000,3733.000,12117.000,64.280,6.400,3.000,1.800,0.000,7104.233
2008-09-01,1247.510,184.486,239.916,3.733,950.000,521.000,10183.000,22.700,6.200,1.000,0.600,0.000,9137.833
2008-09-02,1384.154,224.634,239.329,4.142,4273.000,1206.000,6648.000,22.700,6.200,1.000,0.600,0.000,10942.233
2008-09-03,1388.486,179.288,240.029,4.119,1326.000,1902.000,10213.000,22.700,6.200,1.000,0.600,0.000,9700.433
2008-09-04,1225.220,151.872,238.663,3.655,2225.000,404.000,9408.000,22.700,6.200,1.000,0.600,0.000,8383.333
2008-09-05,873.960,147.236,239.591,2.606,379.000,431.000,6943.000,22.700,6.200,1.000,0.600,0.000,6813.000
2008-09-06,1868.574,238.292,239.340,5.524,2948.000,6500.000,13400.000,22.700,6.200,1.000,0.600,0.000,8294.900
2008-09-07,1372.656,176.444,240.589,4.081,3612.000,1707.000,5976.000,22.700,6.200,1.000,0.600,0.000,11582.600
2008-09-08,1309.324,160.574,241.382,3.853,747.000,2293.000,9559.000,22.700,6.200,1.000,0.600,0.000,9223.067
2008-09-09,1159.654,180.670,239.782,3.464,236.000,453.000,7728.000,22.700,6.200,1.000,0.600,0.000,10910.567
2008-09-10,1300.764,166.430,239.481,3.857,1009.000,399.000,10281.000,22.700,6.200,1.000,0.600,0.000,9990.400
2008-09-11,1028.714,192.038,239.100,3.080,1005.000,417.000,7644.000,22.700,6.200,1.000,0.600,0.000,8079.233
2008-09-12,1392.762,178.298,239.968,4.145,1867.000,402.000,8738.000,22.700,6.200,1.000,0.600,0.000,12205.700
2008-09-13,1631.436,186.192,240.125,4.820,930.000,5433.000,11807.000,22.700,6.200,1.000,0.600,0.000,9020.600
2008-09-14,1576.326,193.746,239.889,4.735,4673.000,445.000,6538.000,22.700,6.200,1.000,0.600,0.000,14616.100
2008-09-15,1697.708,136.118,240.256,5.072,960.000,364.000,10322.000,22.700,6.200,1.000,0.600,0.000,16649.133
2008-09-16,1221.862,156.060,240.949,3.619,0.000,368.000,8249.000,22.700,6.200,1.000,0.600,0.000,11747.367
2008-09-17,1519.210,177.168,240.657,4.490,1910.000,3727.000,9371.000,22.700,6.200,1.000,0.600,0.000,10312.167
2008-09-18,1505.290,189.376,240.327,4.447,4202.000,357.000,7991.000,22.700,6.200,1.000,0.600,0.000,12538.167
2008-09-19,1518.846,166.768,240.357,4.479,1569.000,351.000,12367.000,22.700,6.200,1.000,0.600,0.000,11027.100
2008-09-20,1304.600,156.204,240.594,3.806,0.000,370.000,12477.000,22.700,6.200,1.000,0.600,0.000,8896.333
2008-09-21,1533.070,206.262,240.940,4.560,4010.000,2381.000,8347.000,22.700,6.200,1.000,0.600,0.000,10813.167
2008-09-22,1358.564,151.524,240.209,4.013,1014.000,2448.000,10227.000,22.700,6.200,1.000,0.600,0.000,8953.733
2008-09-23,1232.788,165.128,240.183,3.684,0.000,2168.000,7920.000,22.700,6.200,1.000,0.600,0.000,10458.467
2008-09-24,1718.350,173.472,240.126,5.032,2019.000,4730.000,10548.000,22.700,6.200,1.000,0.600,0.000,11342.167
2008-09-25,1131.220,173.770,240.290,3.344,1012.000,751.000,8485.000,22.700,6.200,1.000,0.600,0.000,8605.667
2008-09-26,1431.450,211.572,240.394,4.240,1221.000,370.000,10890.000,22.700,6.200,1.000,0.600,0.000,11376.500
2008-09-27,2127.446,257.040,240.146,6.259,4347.000,2584.000,12688.000,22.700,6.200,1.000,0.600,0.000,15838.433
2008-09-28,1731.104,163.968,240.278,5.080,1920.000,385.000,11242.000,22.700,6.200,1.000,0.600,0.000,15304.733
2008-09-29,1501.738,199.432,240.264,4.409,1014.000,363.000,10677.000,22.700,6.200,1.000,0.600,0.000,12974.967
2008-09-30,1375.006,155.092,240.584,4.025,998.000,360.000,7415.000,22.700,6.200,1.000,0.600,0.000,14143.767
2008-10-01,1872.364,181.256,241.129,5.482,2249.000,5800.000,10808.000,65.820,11.600,4.600,2.200,0.000,12349.067
2008-10-02,1345.342,153.676,240.328,3.949,0.000,367.000,9060.000,65.820,11.600,4.600,2.200,0.000,12995.367
2008-10-03,1612.580,158.598,239.842,4.746,4801.000,349.000,9432.000,65.820,11.600,4.600,2.200,0.000,12294.333
2008-10-04,2100.496,216.200,240.174,6.145,3462.000,629.000,12573.000,65.820,11.600,4.600,2.200,0.000,18344.267
2008-10-05,1549.950,146.296,240.138,4.534,990.000,3257.000,6071.000,65.820,11.600,4.600,2.200,0.000,15514.500
2008-10-06,1423.782,125.204,239.119,4.216,990.000,286.000,9562.000,65.820,11.600,4.600,2.200,0.000,12891.700
